num_prefixes,prefix_len,topk,suffix_len,batch_size,flat_ms,cascade_ms,ml_cascade_ms,fasttree_ms,deft_ms,cascade_diff,ml_cascade_diff,fasttree_diff,deft_diff
1,1024,16,10,16,0.03276799991726875,0.01759999990463257,0.04646399989724159,0.019071999937295914,0.020416000857949257,0.000244140625,0.000244140625,,
1,2048,16,10,16,0.0504320003092289,0.018624000251293182,0.06304000318050385,0.022624000906944275,0.023135999217629433,0.0001220703125,0.0001220703125,,
1,4096,16,10,16,0.09033600240945816,0.041152000427246094,0.09100800007581711,0.026976000517606735,0.030432000756263733,6.103515625e-05,6.103515625e-05,,
1,8192,16,10,16,0.16713599860668182,0.05478399991989136,0.14921599626541138,0.03836800158023834,0.04700800031423569,6.103515625e-05,6.103515625e-05,,
1,16384,16,10,16,0.32339200377464294,0.07756800204515457,0.26684799790382385,0.06361600011587143,0.0875839963555336,3.0517578125e-05,3.0517578125e-05,,
1,32768,16,10,16,0.6362879872322083,0.08287999778985977,0.49772799015045166,0.11129599809646606,0.16262400150299072,3.0517578125e-05,3.0517578125e-05,,
